ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
5,0,0,0,0,0,0,0,0,19,444,14,0,0,0,0,0,679,761,407,55,0,0,0,0,640,2109,628,824,88,0,0,0,238,900,1591,1841,3592,294,1,1,10,1088,1885,1959,15241,50061,2389,4,0,3,28,35,36,684,1299,6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,8,2,0,0,0,0,1,59,28,174,8,0,0,0,29,334,38,44,207,3,0,0,0,41,215,295,1090,2869,148,2,0,4,513,380,248,7448,9173,1463,0,0,6,5,0,2,33,408
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,66,39,49,71,35,0,0,209,345,157,69,206,3201
ukbench00895.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,30113,325,3,1,0,0,0,0,941,293,3,0,0,0,0,0,2,59,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10525,135,0,0,0,0,0,0,16101,15671,793,88,3,0,0,0,90,635,533,128,5,0,0,0,2,138,92,2,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,257,11,0,0,0,0,0,0,11795,4690,190,13,3,0,0,0,760,4794,4460,760,29,4,0,0,42,274,846,414,28,3,1,0,1,146,416,40,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35,2,0,0,0,0,0,0,2691,2088,52,2,2,0,0,0,2266,2712,1701,162,3,5,1,0,184,1291,4335,6755,808,20,1,0,17,489,674,1693,559,44,0,0,0,11,117,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,299,318,18,0,0,0,0,0,856,602,558,33,0,0,1,0,957,2293,2198,2333,320,6,1,0,45,983,1978,8570,22804,1798,9,0,0,84,401,437,2085,1440,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,72,642,4,0,0,0,0,0,754,951,322,18,0,0,0,0,829,2241,898,891,69,0,0,0,245,1140,2064,2128,4186,276,1,1,9,658,1225,1640,16355,43865,4010,3,0,2,38,29,42,343,1476,182,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,4,0,0,0,0,0,15,126,10,4,0,0,0,0,149,534,53,54,58,1,0,0,10,135,284,452,919,2909,176,0,0,10,1896,1005,380,8795,8349,1647,0,0,47,11,3,1,69,368
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199,54,23,43,87,58,0,0,388,36,14,33,135,3101
ukbench00896.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,7940,978,139,0,0,0,0,0,427,1255,634,163,1,0,0,0,1,71,8,233,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1820,176,15,0,0,0,0,0,3253,10043,2818,492,2,1,0,0,12,2707,1451,1923,151,1,0,0,0,19,36,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,389,20,2,0,0,0,0,0,2568,4863,1705,457,1,0,0,0,210,6405,13006,1875,65,1,1,0,1,73,1473,714,207,10,1,0,0,4,21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,170,4,0,0,0,0,0,0,1210,1840,281,7,0,0,0,0,323,3849,4467,1742,229,0,0,0,61,786,5565,13404,1773,14,1,0,0,11,170,1489,1938,61,1,0,0,0,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,110,7,0,0,0,0,0,0,1152,1552,40,0,0,0,0,0,217,2894,1646,482,9,0,0,0,81,1742,3182,4102,957,21,0,0,93,306,1510,6050,20304,2002,3,0,0,1,19,63,2214,2157,4,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,0,0,14,211,72,13,0,0,0,0,35,1594,473,112,16,0,0,0,75,4201,1288,1058,227,2,0,0,23,1003,3494,4552,4187,855,7,0,1,830,528,1440,7521,78916,3109,1,0,0,0,2,9,865,1079,2,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,10,0,5,1,0,0,0,0,545,560,24,81,0,0,0,28,887,268,125,33,15,0,0,0,92,544,317,151,27,1,0,0,125,581,458,694,1105,343,1,0,0,160,462,265,2779,10827,728,0,0,3,4,2,1,43,99
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,3,45,2,0,0,0,4,61,76,43,72,1,0,0,0,3,14,27,43,11,0,0,0,0,5,11,15,14,0,0,0,110,364,56,89,170,103,0,0,5,132,37,68,271,1656
ukbench00897.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,4031,287,4,0,0,0,0,0,398,727,18,4,0,0,0,0,0,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1775,292,4,0,0,0,0,0,2772,7446,1803,63,0,0,0,0,9,2171,942,24,4,1,0,0,0,14,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,622,70,0,0,0,0,0,0,4078,4717,2614,818,0,0,0,0,422,4130,12584,2364,51,0,0,0,0,82,1464,630,18,3,0,0,0,2,19,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,86,4,0,0,0,0,0,0,2189,2672,246,15,0,0,0,0,500,4637,4862,2460,160,0,0,0,190,1016,5496,15578,1765,9,1,0,0,8,128,1710,1370,35,1,0,0,0,7,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,200,1376,67,0,0,0,0,0,156,3801,1577,674,11,0,0,0,222,2482,3580,4770,1165,17,0,0,240,870,1683,8464,47611,3060,8,0,0,0,14,63,3290,4681,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,209,32,18,0,0,0,0,42,1696,210,56,25,0,0,0,42,5601,1367,751,202,1,0,0,37,2577,2607,4524,3724,712,2,0,1,954,590,840,11300,53231,2765,4,0,0,1,1,5,657,776,21,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,2,0,16,4,0,0,0,0,561,706,61,112,0,0,0,4,111,107,17,49,14,0,0,0,50,310,269,25,27,0,0,1,89,491,317,351,864,285,1,0,0,638,627,236,1780,7171,612,0,0,1,0,2,3,34,79
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,31,49,0,0,0,0,1,2,2,22,5,0,0,0,0,1,1,2,0,0,0,0,204,250,51,69,139,72,0,0,1,2,17,51,245,1501
ukbench00898.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1875,1271,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1039,498,30,0,0,0,0,0,2078,7431,3593,108,0,0,0,0,15,791,724,17,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,93,6,0,0,0,0,0,0,2564,3492,3834,681,5,0,0,0,302,3753,14954,4043,58,2,0,0,4,101,903,749,43,13,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,0,0,0,0,0,0,1999,1944,372,13,0,0,0,0,349,3459,4953,2707,172,0,0,0,346,991,5340,19920,1799,13,1,0,2,6,52,4214,1288,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,21,343,63,1,0,0,0,0,46,1852,1575,648,0,0,0,0,168,1353,2584,4569,943,7,0,0,346,1629,890,19146,50819,3403,9,1,0,3,1,28,3500,4815,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,293,1,0,0,0,0,0,11,1695,99,5,0,0,0,0,14,3689,1425,462,126,0,0,0,24,1877,1668,5153,2734,494,0,0,3,1709,1048,1265,12671,46004,1959,5,0,0,10,8,9,247,734,11,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,9,0,0,0,0,7,48,4,2,0,0,0,0,13,146,125,23,1,0,0,0,21,355,294,350,456,148,0,0,0,2875,1048,339,1186,6697,998,0,0,0,0,0,4,90,154
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,42,21,74,130,87,0,0,0,0,0,29,247,1571
ukbench00899.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2779,3283,0,0,0,0,0,0,264,310,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,337,1097,154,0,0,0,0,0,1577,8068,3987,129,0,1,0,0,29,803,854,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,1,0,0,0,0,0,0,1531,3448,4439,1068,1,0,0,0,457,3899,18541,4468,17,1,0,0,14,168,1089,742,59,5,0,0,0,8,15,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,2199,868,319,33,0,0,0,0,730,2231,4950,4688,197,0,0,0,390,1521,6409,21723,2132,6,0,0,5,81,106,1981,1154,141,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,9,154,3,7,0,0,0,0,99,1242,990,1112,5,0,0,0,151,2095,2667,4074,1045,9,0,0,266,3842,1202,17751,50492,3256,6,0,0,2,3,16,2572,5101,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,10,1,43,0,0,0,0,10,676,56,26,1,0,0,0,3,2332,1750,621,281,0,0,0,40,1934,2436,5220,4714,745,1,0,0,3168,2282,1350,8556,36304,1783,3,0,0,5,2,4,266,742,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,76,11,0,0,0,0,0,4,180,117,22,1,0,0,0,47,337,182,210,676,169,0,0,7,1867,285,168,1379,6568,920,0,0,2,5,2,3,56,275
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,817,80,47,46,154,144,0,0,7,21,13,68,400,2648
ukbench00900.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3376,1509,450,3,0,0,0,0,371,452,3678,7684,2386,0,0,0,0,19,71,105,16,0,0,0,0,0,0,23,59,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2090,509,45,0,0,0,0,0,2598,18564,4577,1640,406,0,0,0,39,674,522,1630,2120,0,0,0,1,153,151,563,873,30,0,0,0,0,4,16,461,192,2,0,0,0,0,0,9,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2783,105,2,0,0,0,0,0,1017,3615,1135,142,2,0,0,0,328,3297,10018,2917,1969,2,0,0,16,507,740,836,1349,91,0,0,0,18,543,73,911,420,21,0,0,9,34,1,15,1756,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1014,49,0,0,0,0,0,0,1418,3132,748,16,0,0,0,0,451,1278,3609,1424,411,1,0,0,42,625,5408,6488,3492,257,0,0,1,470,617,581,1265,813,11,0,0,16,173,34,149,1361,213,0,0,0,0,0,0,25,147,0,0,0,0,0,0,0,0,0
4,32,8,0,0,0,0,0,0,417,1304,1139,94,0,0,0,0,208,869,4608,1147,39,0,0,0,1045,765,2754,5092,1855,290,0,0,1,502,1566,8347,14965,1538,20,0,0,606,1618,689,1091,1522,411,0,0,0,2,0,1,16,55,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,144,725,194,37,0,0,0,0,29,369,1502,2707,433,0,0,0,674,660,1315,4595,1397,14,0,0,742,414,805,1776,5370,2866,368,0,1,273,4499,5537,13559,17016,2262,0,0,11,270,122,193,447,370,15,0,0,0,0,0,0,5,12
6,0,0,0,0,0,0,0,0,12,201,56,0,0,0,0,0,6,252,507,754,523,3,0,0,7,346,557,2830,5219,225,0,0,48,588,716,1233,4665,1637,0,0,0,74,495,621,924,3089,1487,0,0,0,6,57,490,1149,5003,113,0,0,0,0,1,16,27,71
7,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,2,51,211,14,14,1,0,0,0,28,273,163,2227,1074,1,0,0,65,574,189,2230,5366,74,0,0,16,76,93,232,1537,681,0,0,0,2,38,111,183,1084,289,0,0,0,0,0,14,176,1120
ukbench00901.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,7274,4340,3404,2,0,0,0,0,472,1826,4643,4255,804,0,0,0,0,21,129,177,13,0,0,0,0,0,5,151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2189,372,52,0,0,0,0,0,3344,20799,8334,1579,319,0,0,0,42,647,758,1183,1600,10,0,0,0,340,146,633,438,4,0,0,0,0,3,16,267,63,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2183,110,3,0,0,0,0,0,1629,4178,2107,88,0,0,0,0,300,5629,9682,2708,1586,18,0,0,18,682,731,1015,1071,229,0,0,0,24,373,309,599,273,12,0,0,1,10,0,12,1259,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3,1199,37,0,0,0,0,0,0,1190,2778,821,12,0,0,0,0,491,1755,3592,1278,311,0,0,0,32,814,5598,4453,2616,360,1,0,3,295,424,428,1350,788,27,0,0,9,71,33,85,1459,394,0,0,0,0,0,0,5,351,1,0,0,0,0,0,0,0,0
4,6,5,0,0,0,0,0,0,196,1020,882,90,0,0,0,0,195,906,3448,912,20,0,0,0,800,819,3190,5777,1774,170,0,0,0,489,2441,11047,9115,1586,41,0,0,320,1313,593,981,1516,499,2,0,0,0,0,1,4,182,11,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,63,497,150,34,0,0,0,0,25,330,1315,1997,345,0,0,0,620,507,1168,3156,1561,7,0,0,699,499,834,2142,5012,2301,331,0,0,175,2913,2393,12471,27477,1676,11,0,0,43,174,166,445,451,18,0,0,0,0,0,0,1,8
6,0,0,0,0,0,0,0,0,3,122,65,0,0,0,0,0,2,119,473,1356,402,0,0,0,3,240,498,2192,3706,312,0,0,146,430,697,1092,3636,1321,6,0,0,88,425,641,805,3279,1147,6,0,0,3,55,302,1257,4937,146,0,0,0,1,1,10,24,31
7,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,23,132,43,5,0,0,0,0,8,170,179,1849,563,0,0,0,45,335,248,2107,3311,136,0,0,19,53,106,311,1178,803,1,0,0,1,54,79,115,845,282,0,0,0,0,1,6,125,993
ukbench00902.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,8276,3842,2009,4,0,0,0,0,891,1628,2262,2619,310,0,0,0,131,253,274,136,34,1,0,0,1,154,11,49,22,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3616,523,15,0,0,0,0,0,5292,22250,7032,1271,102,1,0,0,36,1099,1158,1134,933,31,0,0,0,322,215,635,338,6,0,0,0,18,301,10,138,21,0,0,0,0,24,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1802,291,2,0,0,0,0,0,1298,4590,1862,105,1,0,0,0,147,5449,9469,2177,870,12,0,0,8,407,729,1372,811,146,0,0,0,21,433,140,539,128,4,0,0,0,52,64,15,579,84,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0
3,829,130,0,0,0,0,0,0,709,2249,826,8,0,0,0,0,991,1819,3815,945,89,1,0,0,35,557,5168,6041,1752,223,1,0,1,169,296,711,1244,735,36,0,0,5,21,63,61,994,285,0,0,0,0,1,2,5,153,1,0,0,0,0,0,2,0,0
4,159,22,0,0,0,0,0,0,213,848,644,34,0,0,0,0,640,513,2513,698,19,3,0,0,706,522,2464,4122,916,85,0,0,0,271,1195,10667,6321,1294,72,0,0,152,560,433,720,1359,378,22,0,0,0,2,23,12,186,21,0,0,0,0,2,2,2,6
5,132,11,1,0,0,0,0,0,532,471,146,3,0,0,0,0,16,239,794,1120,197,3,0,0,429,499,688,2091,973,25,0,0,353,381,518,3328,4326,1518,86,0,0,72,1394,950,9262,59854,1660,24,0,0,1,80,126,778,406,59,0,0,0,0,0,4,5,19
6,0,0,0,0,0,0,0,0,2,66,3,0,0,0,0,0,3,45,209,636,121,0,0,0,8,141,380,1097,2264,178,0,0,188,314,512,612,2175,931,18,0,0,33,349,375,791,8262,1249,13,0,0,0,10,164,6428,6067,229,0,0,0,0,1,25,49,111
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,17,5,0,0,0,0,0,45,47,592,223,0,0,0,9,57,101,563,1002,108,0,0,2,79,54,148,675,479,18,0,0,0,6,55,131,668,219,0,0,0,0,0,18,168,1152
ukbench00903.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,9398,4564,3186,4,0,0,0,0,415,2174,5651,4013,353,2,0,0,5,276,354,234,1,0,0,0,1,1,6,125,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1916,580,39,0,0,0,0,0,2593,19215,15741,2001,96,12,0,0,58,1181,1603,2212,336,18,0,0,2,422,232,944,324,0,0,0,0,0,2,43,336,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1556,218,4,0,0,0,0,0,1074,5347,2089,86,0,0,0,0,281,5260,7868,3188,591,8,1,0,77,1088,733,1447,916,53,0,0,0,229,362,132,1602,294,11,0,0,0,0,0,178,425,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1141,122,0,0,0,0,0,0,795,3750,1114,8,0,0,0,0,634,2500,4308,1196,123,0,0,0,209,1222,7877,5959,2317,126,1,0,40,338,570,772,2120,842,29,0,0,16,38,19,133,1115,102,0,0,0,1,4,0,6,7,0,0,0,0,0,0,0,0,0
4,971,56,0,0,0,0,0,0,692,2260,1341,47,0,0,0,0,203,1608,4250,678,13,0,0,0,1721,1382,4538,3548,1310,18,0,0,78,910,1820,8722,10313,2387,42,0,5,986,948,350,639,3174,230,1,0,0,0,0,0,24,44,2,0,0,0,0,1,0,0,0
5,1100,42,0,0,0,0,0,0,354,1399,336,35,0,0,0,0,45,469,2139,2474,245,0,0,0,639,1006,1863,3544,2175,4,0,0,176,692,951,2065,4206,2897,75,0,30,730,3375,980,4908,4254,463,10,0,0,17,106,71,201,194,23,0,0,0,0,0,0,4,2
6,0,0,0,0,0,0,0,0,54,364,17,1,0,0,0,0,33,262,410,2449,273,0,0,0,212,1029,712,4101,4560,76,0,0,78,737,985,1464,3218,984,1,0,0,319,900,754,1253,3101,423,0,0,0,4,110,374,3779,3158,118,0,0,0,0,1,9,60,83
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,154,18,0,0,0,0,59,58,231,2795,322,0,0,1,95,95,313,2947,2029,27,0,0,44,66,145,554,1570,541,6,0,0,7,166,130,293,1144,161,0,0,0,0,0,17,346,1323
ukbench00904.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,8,0,0,0,0,0,0,0,29,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,286,4657,60,0,0,0,0,0,0,76,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,455,12882,108,0,0,0,0,0,0,658,1183,34,0,0,0,0,0,0,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,6,6940,67,0,0,0,0,0,0,439,1424,36,0,0,0,0,0,1,820,3147,37,0,0,0,0,0,0,647,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,92,3,0,0,0,0,0,0,1060,2207,50,0,0,0,0,0,0,29830,36467,311,0,0,0,0,0,0,934,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,37,18317,117,0,0,0,0,0,0,112445,58191,7,0,0,0,0,0,0,242,1,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7801,0,0,0,0,0,0,0,4128,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukbench00905.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,392,0,0,0,0,0,0,0,898,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,578,5,0,0,0,0,0,0,7172,2740,0,0,0,0,0,0,0,464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,55,6,0,0,0,0,0,0,908,2751,0,0,0,0,0,0,9,4624,1345,0,0,0,0,0,0,119,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,2,136,0,0,0,0,0,0,0,1538,1280,0,0,0,0,0,0,2338,134440,244,0,0,0,0,0,0,553,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48373,143,2,0,0,0,0,0,74521,20507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
